id,Demand
0,661.3659
1,150.6492
2,133.69824
3,142.24063
4,136.90926
5,136.09586
6,118.48894
7,109.965004
8,107.285225
9,93.063866
10,98.99651
11,122.94542
12,96.68789
13,111.68379
14,109.71445
15,93.163025
16,90.12325
17,98.21827
18,98.107285
19,78.45237
20,91.95811
21,83.42138
22,698.8425
23,700.18634
24,593.6557
25,604.8378
26,541.4809
27,525.02344
28,1285.2501
29,423.58636
30,322.5245
31,355.09998
32,375.46362
33,361.28253
34,308.30295
35,296.27475
36,260.8542
37,338.5196
38,329.4958
39,352.2237
40,290.93353
41,312.17523
42,315.81995
43,345.2032
44,322.3978
45,386.35947
46,386.93652
47,289.7478
48,277.70178
49,306.93137
50,1392.9335
51,1409.1462
52,1423.5621
53,1365.7418
54,1284.5425
55,1092.4419
56,852.5356
57,237.29019
58,213.85597
59,190.9369
60,193.57014
61,203.28537
62,214.56288
63,153.89935
64,140.90277
65,141.9976
66,148.89929
67,149.48692
68,135.5449
69,130.40756
70,147.11748
71,131.47232
72,131.30118
73,142.98225
74,156.12334
75,138.23003
76,142.823
77,125.52584
78,852.8699
79,931.79126
80,932.1219
81,883.2768
82,795.22565
83,852.38696
84,985.6657
85,321.23026
86,245.26013
87,259.0307
88,231.07716
89,199.25671
90,218.91261
91,196.10985
92,188.67245
93,160.65372
94,193.57951
95,178.19403
96,164.64081
97,163.60774
98,184.55197
99,174.14983
100,171.85298
101,188.22534
102,211.53543
103,181.37207
104,184.75935
105,172.77643
106,1342.0492
107,1293.8452
108,1276.1608
109,1125.6854
110,1025.0535
111,1061.0023
112,1369.23
113,360.25403
114,286.3056
115,284.52368
116,299.66833
117,303.53
118,299.63306
119,248.01413
120,241.98724
121,218.80771
122,238.34035
123,260.78052
124,198.9131
125,208.17708
126,229.95076
127,203.19237
128,238.91396
129,245.85446
130,253.80518
131,198.40948
132,229.75749
133,228.17523
134,1459.4855
135,1837.6514
136,1339.8171
137,1288.0078
138,1183.2814
139,1170.263
140,1073.4113
141,376.82843
142,300.57877
143,300.67957
144,245.02405
145,288.17325
146,288.98904
147,282.01355
148,256.57373
149,275.75763
150,260.2115
151,261.9471
152,212.17831
153,260.7152
154,267.05753
155,232.32501
156,245.53156
157,266.20807
158,267.81097
159,209.32578
160,205.65025
161,189.50063
162,1086.2821
163,1220.2335
164,1116.8391
165,1152.545
166,1136.7559
167,1125.1301
168,707.62915
169,201.2441
170,172.82213
171,182.3971
172,170.89883
173,167.00948
174,145.5628
175,148.68794
176,160.55043
177,141.14154
178,148.0142
179,163.0523
180,148.09488
181,159.4141
182,171.03267
183,160.48363
184,151.60437
185,170.47183
186,179.70503
187,179.0557
188,154.02933
189,159.30127
190,528.18036
191,604.67255
192,619.7041
193,707.624
194,675.3417
195,708.7971
196,1029.449
197,283.1551
198,248.64476
199,253.6882
200,244.35544
201,254.87646
202,199.25072
203,206.99393
204,192.16539
205,226.33046
206,248.9628
207,226.22057
208,189.07721
209,236.19118
210,228.85709
211,212.2737
212,206.33345
213,219.37367
214,241.48343
215,205.51086
216,201.6429
217,214.15495
218,1225.6339
219,1243.2955
220,1120.1072
221,1125.8993
222,975.4879
223,1057.4784
224,1248.4823
225,303.91565
226,311.47043
227,282.78455
228,348.3332
229,298.48456
230,287.6206
231,261.21545
232,233.29869
233,278.08948
234,325.48218
235,353.6373
236,246.71999
237,298.89664
238,354.38287
239,301.6098
240,310.7733
241,338.43335
242,312.4085
243,289.44983
244,274.9973
245,274.35114
246,1154.5557
247,1315.0734
248,1318.7666
249,1228.5178
250,1233.0875
251,1129.2493
252,451.53204
253,138.98425
254,121.41458
255,122.61079
256,134.27557
257,120.283516
258,118.71595
259,118.12322
260,111.236465
261,109.27546
262,104.06364
263,115.79275
264,103.90833
265,97.7124
266,117.51929
267,87.84772
268,94.49927
269,101.560425
270,108.921326
271,99.06456
272,95.12793
273,85.40615
274,389.83014
275,399.8708
276,447.66772
277,439.2792
278,413.88144
