id,Demand
0,555.8718872070312
1,164.28799438476562
2,146.23641967773438
3,141.77464294433594
4,144.8358917236328
5,140.1357421875
6,139.94810485839844
7,144.3385467529297
8,139.28143310546875
9,116.5135498046875
10,110.84622192382812
11,114.59873962402344
12,112.70138549804688
13,118.21041870117188
14,112.99703979492188
15,125.92024230957031
16,131.1000213623047
17,123.59901428222656
18,134.62783813476562
19,117.05738830566406
20,118.62776947021484
21,113.05438232421875
22,462.24969482421875
23,540.261962890625
24,548.0118408203125
25,555.8619384765625
26,518.8154907226562
27,526.944580078125
28,1519.300537109375
29,391.1623840332031
30,335.64215087890625
31,328.1836242675781
32,341.765625
33,343.9137878417969
34,314.5440368652344
35,318.0865478515625
36,278.9699401855469
37,239.42227172851562
38,244.79483032226562
39,261.446533203125
40,284.2870178222656
41,274.96051025390625
42,240.06973266601562
43,288.0248107910156
44,293.6435546875
45,304.3912048339844
46,345.51373291015625
47,330.47564697265625
48,360.9918518066406
49,349.3080749511719
50,1688.3612060546875
51,1766.625
52,1673.47216796875
53,1519.931884765625
54,1363.587646484375
55,1286.404052734375
56,688.9851684570312
57,211.06295776367188
58,190.28228759765625
59,189.61737060546875
60,215.636962890625
61,194.5528564453125
62,172.57577514648438
63,179.20697021484375
64,164.11715698242188
65,118.42715454101562
66,117.03677368164062
67,123.13555908203125
68,142.21658325195312
69,131.675048828125
70,117.440673828125
71,128.11172485351562
72,131.36032104492188
73,128.03378295898438
74,148.42657470703125
75,135.70263671875
76,150.66943359375
77,144.11264038085938
78,632.1566162109375
79,739.9011840820312
80,735.7913818359375
81,770.236083984375
82,696.3869018554688
83,736.1346435546875
84,1165.9354248046875
85,268.96484375
86,190.7633056640625
87,213.53646850585938
88,273.886474609375
89,219.84344482421875
90,178.3814697265625
91,191.3792724609375
92,190.3214111328125
93,77.20803833007812
94,121.14752197265625
95,166.45663452148438
96,174.76007080078125
97,156.7911376953125
98,131.79129028320312
99,178.57022094726562
100,160.28921508789062
101,185.56326293945312
102,242.53762817382812
103,200.04522705078125
104,194.80291748046875
105,182.96502685546875
106,1469.3427734375
107,1459.058837890625
108,1483.798095703125
109,1336.517578125
110,1104.3939208984375
111,1094.653076171875
112,1650.146240234375
113,329.72113037109375
114,268.5782470703125
115,292.2250061035156
116,316.8055114746094
117,292.49444580078125
118,270.7607421875
119,287.3153991699219
120,236.21669006347656
121,203.23475646972656
122,192.24887084960938
123,212.227294921875
124,218.65745544433594
125,195.5165252685547
126,191.04579162597656
127,209.60818481445312
128,207.02859497070312
129,205.22775268554688
130,231.43438720703125
131,221.03562927246094
132,224.39093017578125
133,226.18612670898438
134,1546.912109375
135,1710.7353515625
136,1539.447265625
137,1420.5009765625
138,1128.1728515625
139,1122.8336181640625
140,1074.626708984375
141,353.2506103515625
142,312.484130859375
143,312.0762939453125
144,317.86260986328125
145,313.373291015625
146,309.013427734375
147,304.48040771484375
148,310.64154052734375
149,219.30282592773438
150,237.22494506835938
151,282.43609619140625
152,290.2986755371094
153,281.5335998535156
154,244.55859375
155,226.50677490234375
156,250.15231323242188
157,257.54168701171875
158,337.7445068359375
159,287.7058410644531
160,297.3235778808594
161,291.49005126953125
162,1031.036865234375
163,1320.8668212890625
164,1316.756103515625
165,1321.84521484375
166,1212.683349609375
167,1106.0078125
168,489.659912109375
169,196.95794677734375
170,175.84649658203125
171,184.38609313964844
172,193.72909545898438
173,188.9586181640625
174,171.04873657226562
175,170.3390655517578
176,175.7099151611328
177,155.4344482421875
178,153.78598022460938
179,176.33937072753906
180,170.78924560546875
181,179.61752319335938
182,152.66949462890625
183,154.3573760986328
184,159.77566528320312
185,157.8551025390625
186,200.1293487548828
187,189.04925537109375
188,175.84829711914062
189,164.54312133789062
190,365.2206726074219
191,595.3328247070312
192,610.029541015625
193,667.0950927734375
194,581.4639892578125
195,590.9234008789062
196,942.6898193359375
197,272.8537292480469
198,259.9898986816406
199,283.6175231933594
200,295.37188720703125
201,268.33319091796875
202,254.02833557128906
203,269.33160400390625
204,253.19412231445312
205,213.30856323242188
206,223.10623168945312
207,236.44175720214844
208,250.18907165527344
209,210.93511962890625
210,191.9336395263672
211,214.33370971679688
212,221.8924560546875
213,235.69764709472656
214,272.3078918457031
215,246.5742645263672
216,235.5640869140625
