id,Demand
0,498.47632
1,136.31844
2,107.99938
3,110.01872
4,127.453
5,145.2215
6,120.75391
7,119.28233
8,120.0411
9,90.92109
10,100.00295
11,116.15808
12,125.08893
13,138.89352
14,144.14526
15,158.64813
16,157.98375
17,149.31499
18,158.93044
19,147.35364
20,127.70016
21,135.30888
22,379.833
23,337.14026
24,368.45898
25,312.3861
26,313.19318
27,303.75635
28,1046.3059
29,552.1692
30,322.63144
31,315.86963
32,361.50824
33,397.63782
34,407.35886
35,312.2937
36,355.0647
37,360.67264
38,332.34576
39,317.38754
40,422.76044
41,383.8131
42,318.47247
43,410.5459
44,345.20715
45,329.1682
46,354.18896
47,350.94833
48,339.85468
49,300.57837
50,770.8832
51,904.4563
52,978.76605
53,837.78906
54,757.7685
55,784.03015
56,874.52856
57,189.12537
58,165.65068
59,204.09135
60,205.72153
61,224.02594
62,238.47464
63,196.44672
64,208.02151
65,161.77426
66,185.21796
67,193.5036
68,213.22548
69,200.01283
70,201.54427
71,253.30063
72,227.81883
73,199.30943
74,220.026
75,226.03093
76,191.89441
77,202.72006
78,497.8308
79,610.47314
80,502.2458
81,487.6751
82,483.02838
83,475.68
84,809.71375
85,216.46344
86,210.52458
87,261.90573
88,252.37791
89,242.42545
90,236.89032
91,219.79453
92,210.44012
93,213.371
94,221.63962
95,249.20702
96,252.66614
97,228.21541
98,221.06436
99,237.94199
100,275.29352
101,199.48438
102,282.0814
103,271.034
104,206.9582
105,214.87732
106,800.4053
107,712.78174
108,491.64673
109,578.8016
110,583.18756
111,532.6623
112,1035.4237
113,765.23535
114,206.05984
115,299.2315
116,327.54004
117,322.0423
118,307.26953
119,241.70773
120,315.70746
121,279.25012
122,262.3631
123,302.9341
124,318.12213
125,290.60428
126,294.8115
127,233.56842
128,316.50433
129,324.6931
130,325.81348
131,295.51105
132,263.99014
133,340.5373
134,707.03845
135,662.8563
136,768.06134
137,738.51404
138,730.2804
139,595.8089
140,1041.4724
141,265.27454
142,239.0179
143,292.5712
144,337.99542
145,378.2794
146,360.94403
147,300.15216
148,361.4734
149,295.9621
150,286.87964
151,291.52686
152,321.4231
153,286.19458
154,293.3501
155,316.783
156,305.2032
157,363.20203
158,384.05212
159,339.1477
160,345.0227
161,263.26083
162,714.8623
163,680.36176
164,735.6253
165,663.16455
166,662.3717
167,695.3401
168,802.63086
169,234.9421
170,200.51672
171,238.75702
172,242.26405
173,268.8563
174,239.08601
175,233.56259
176,215.59612
177,201.43279
178,195.52763
179,217.57224
180,197.59189
181,227.3363
182,215.0289
183,260.3397
184,219.71672
185,238.25931
186,217.94191
187,257.95514
188,231.36853
189,238.42566
190,416.55884
191,531.6126
192,504.82062
193,639.9378
194,487.36597
195,573.4098
196,1125.2805
197,281.98407
198,303.84216
199,318.78503
200,289.46912
201,331.72162
202,312.66217
203,279.74774
204,388.71082
205,259.1621
206,285.15088
207,284.0286
208,299.53214
209,240.43999
210,299.00693
211,356.1811
212,278.95474
213,274.62445
214,315.67377
215,281.27383
216,250.57529
217,310.95477
218,748.82733
219,774.6316
220,727.266
221,793.30963
222,668.1638
223,638.07214
224,1360.9612
225,219.1523
226,211.72932
227,313.00333
228,327.261
229,326.54047
230,326.0179
231,267.36908
232,294.58392
233,265.92584
234,294.8286
235,334.7232
236,328.48724
237,321.22766
238,292.26062
239,377.78943
240,299.13098
241,341.5121
242,341.09387
243,331.54358
244,333.3748
245,303.5821
246,779.4504
247,819.44977
248,766.9373
249,766.38794
250,707.2869
251,756.6021
252,451.7328
253,171.9447
254,126.809166
255,171.95871
256,124.09891
257,142.48859
258,156.49713
259,152.68243
260,160.5523
261,117.29648
262,114.20256
263,127.90142
264,135.52925
265,134.32797
266,157.54152
267,176.69186
268,164.46054
269,195.56375
270,177.28749
271,140.1467
272,149.39081
273,155.56999
274,261.80716
275,287.7921
276,351.6328
277,382.9743
278,379.468
279,384.05103
280,434.59464
281,136.1955
282,95.16394
283,109.364075
284,78.631424
285,108.58445
286,103.45324
287,98.576324
288,120.71703
289,70.16047
290,89.34615
291,95.97945
292,81.9836
293,96.06436
294,111.00327
295,134.2655
296,105.97777
297,114.34178
298,122.010086
299,111.26822
300,107.36577
301,133.13486
302,240.24014
303,303.89563
304,357.27502
305,287.75354
306,317.18762
307,346.5315
308,442.68774
309,131.3807
310,130.03018
311,130.87793
312,117.06455
313,123.8756
314,145.79417
315,140.49362
316,139.63066
317,92.53172
318,115.25222
319,112.57533
320,153.62038
321,127.17416
322,132.12903
323,151.0393
324,142.84204
325,140.23152
326,150.911
327,166.49634
328,133.35413
329,137.15167
330,235.80624
331,276.8613
332,256.1194
333,363.10236
334,310.62537
335,386.75436
336,932.16406
337,229.20358
338,231.30954
339,245.05861
340,278.31937
341,260.46466
342,255.98564
343,231.38939
344,295.18802
345,235.32768
346,233.91808
347,258.95508
348,251.25531
349,249.46133
350,242.41008
351,296.09512
352,268.6621
353,251.73161
354,283.327
355,240.84225
356,224.20885
357,220.22743
358,554.8091
359,630.8495
360,591.1361
361,551.6599
362,522.0188
363,422.71136
364,369.00964
365,61.705017
366,69.38685
367,75.8147
368,67.78493
369,72.212494
370,72.16049
371,70.53874
372,65.357735
373,52.299316
374,64.167404
375,64.123505
376,47.050644
377,56.751343
378,73.7293
379,108.5977
380,107.14974
381,94.36624
382,83.930244
383,74.916664
384,92.7059
385,68.28239
386,282.1056
387,235.99995
388,298.47925
389,238.79935
390,218.28186
391,295.23157
392,1023.1427
393,656.5373
394,231.33286
395,300.03986
396,344.73413
397,300.68793
398,346.31628
399,274.45322
400,367.74298
401,296.96228
402,275.5235
403,306.0197
404,361.21387
405,284.62506
406,301.8424
407,371.81537
408,307.01004
409,337.6058
410,349.6516
411,311.66843
412,295.93002
413,258.07166
414,722.5665
415,715.64795
416,651.86066
417,733.658
418,662.9771
419,738.3091
420,1138.1798
421,305.07715
422,296.4411
423,291.16962
424,377.3954
425,336.57
426,386.60046
427,291.94046
428,332.20444
429,268.4384
430,322.60675
431,377.0695
432,438.1671
433,310.81314
434,322.26492
435,313.57568
436,315.83252
437,332.1623
438,400.87225
439,338.256
440,337.80603
441,261.498
442,805.7806
443,781.85114
444,722.96326
445,807.1594
446,683.1996
447,777.7171
448,449.05637
449,186.53574
450,183.9871
451,188.2902
452,184.65117
453,207.99097
454,221.02881
455,180.42328
456,183.89969
457,142.01537
458,136.79613
459,166.9996
460,175.5006
461,164.06711
462,174.55278
463,190.56352
464,174.02705
465,176.14673
466,178.86322
467,176.80772
468,201.47925
469,167.25188
470,312.70004
471,299.78436
472,428.8849
473,392.299
474,345.5855
475,358.33398
476,391.5537
477,113.17064
478,92.89281
479,117.31285
480,83.695335
481,111.1078
482,119.420715
483,106.336395
484,102.07115
485,108.48666
486,89.14894
487,100.9874
488,146.71515
489,94.38612
490,120.94764
491,126.19779
492,130.1836
493,134.0182
494,121.20172
495,120.12094
496,99.19516
497,129.35045
498,253.60689
499,345.71155
500,260.18488
501,315.26495
502,309.2667
503,277.79413
504,542.0296
505,162.63239
506,159.06607
507,163.07568
508,147.11238
509,201.6308
510,198.40971
511,166.89755
512,197.05641
513,145.14928
514,167.25757
515,179.86958
516,169.23152
517,155.04366
518,181.39482
519,180.8963
520,155.52792
521,202.77402
522,197.63474
523,176.22343
524,148.0635
525,173.33109
526,449.65265
527,652.93146
528,439.7422
529,425.39792
530,393.92773
531,445.96014
532,815.8802
533,182.19421
534,172.74263
535,179.93823
536,169.4449
537,232.51938
538,257.58005
539,215.83615
540,246.57663
541,155.77328
542,181.7501
543,198.36938
544,199.52216
545,182.10358
546,194.0507
547,230.55238
548,215.2392
549,216.04727
550,238.67555
551,201.3782
552,213.118
553,207.04288
554,518.30634
555,590.0647
556,520.6567
557,551.708
558,538.7942
559,543.9233
560,423.06055
561,91.77639
562,102.690315
563,98.30401
564,115.44635
565,97.448296
566,123.351906
567,114.31288
568,122.65232
569,83.843254
570,75.82658
571,97.54479
572,167.2268
573,91.1773
574,96.90599
575,146.06116
576,127.45907
577,145.34505
578,117.79875
579,108.18931
580,110.52003
581,121.1015
582,308.42676
583,309.2281
584,325.65524
585,277.02335
586,316.5475
587,348.0373
588,305.5931
589,104.19523
590,105.82688
591,98.97385
592,100.77305
593,108.46363
594,109.761505
595,98.30658
596,91.08465
597,80.06582
598,84.898476
599,81.38035
600,89.36742
601,93.89708
602,99.21942
603,103.173164
604,104.55767
605,112.825516
606,116.242195
607,101.91593
608,88.86432
609,100.10346
610,221.30754
611,189.55315
612,203.54868
613,288.75662
614,248.20909
615,264.54974
616,444.7642
617,155.802
618,116.147835
619,171.00638
620,157.07051
621,169.37137
622,174.02747
623,171.798
624,159.9943
625,127.20362
626,140.73448
627,146.8039
628,181.30717
629,149.65094
630,156.59332
631,175.9506
632,184.30898
633,172.09097
634,166.34279
635,141.50787
636,156.84398
637,161.04248
638,238.18814
639,405.8822
640,327.0617
641,430.89124
642,372.19217
643,405.0791
644,1651.1708
645,256.57623
646,389.52393
647,415.22617
648,336.38107
649,374.75558
650,335.03894
651,349.6292
652,274.87927
653,316.00833
654,341.00262
655,317.00046
656,418.34454
657,349.6941
658,346.81488
659,361.3322
660,202.46703
661,367.0663
662,340.1944
663,321.34656
664,336.9137
665,333.65997
666,875.10144
667,639.0255
668,965.6389
669,809.0662
670,852.5192
671,733.50256
672,433.22916
673,140.27347
674,72.725174
675,117.0562
676,119.552185
677,137.27666
678,122.74239
679,117.37824
680,125.636696
681,95.1602
682,89.879105
683,133.11621
684,122.6618
685,93.82394
686,119.60813
687,141.40152
688,113.84018
689,130.72092
690,129.12675
691,117.91749
692,125.67982
693,129.6741
694,311.04245
695,367.33673
696,401.25668
697,391.59183
698,298.99356
699,397.7348
700,1259.6285
701,259.36646
702,577.72107
703,278.63245
704,346.65277
705,330.34576
706,325.36038
707,296.90344
708,358.05325
709,305.44403
710,304.41528
711,372.0194
712,356.6356
713,293.4146
714,300.0701
715,391.68536
716,347.45538
717,382.68793
718,367.52484
719,342.6392
720,275.58844
721,265.9191
722,692.8371
723,727.3963
724,727.75494
725,890.7194
726,644.4792
727,764.18353
728,388.76514
729,106.88293
730,92.03213
731,86.53483
732,99.05549
733,80.5799
734,100.81498
735,106.73792
736,103.22334
737,72.267715
738,79.013985
739,76.0091
740,96.41194
741,84.59965
742,94.338455
743,125.534615
744,111.74568
745,116.39259
746,117.958466
747,120.440155
748,115.244896
749,106.98752
750,239.4921
751,252.88664
752,255.87912
753,322.40582
754,342.9485
755,250.53914
756,598.8048
757,180.7924
758,146.38628
759,187.566
760,173.42114
761,168.04141
762,225.3865
763,196.72519
764,169.7089
765,132.33574
766,163.02167
767,174.9475
768,169.86703
769,171.39958
770,178.64471
771,180.62437
772,204.98859
773,213.6206
774,195.23576
775,227.17233
776,190.7248
777,176.6988
778,461.88617
779,419.67303
780,440.6969
781,498.487
782,466.3368
783,452.96082
784,1075.5927
785,283.95703
786,270.07623
787,339.73932
788,309.70438
789,369.4279
790,332.04404
791,339.64978
792,356.44464
793,283.58734
794,321.13562
795,335.27612
796,365.30627
797,314.5147
798,328.5335
799,244.36563
800,269.4119
801,366.35904
802,341.12335
803,306.18613
804,282.57135
805,255.42099
806,807.97577
807,896.31134
808,862.8124
809,828.5792
810,761.75757
811,833.518
812,389.26904
813,107.26922
814,98.53586
815,125.824265
816,101.630806
817,108.254906
818,116.726204
819,118.500336
820,114.273766
821,95.10453
822,84.93314
823,83.58551
824,101.524216
825,103.93064
826,111.47481
827,140.87201
828,120.61275
829,132.08311
830,127.24511
831,112.37364
832,111.55719
833,123.9929
834,268.85986
835,290.4645
836,324.90784
837,375.51947
838,271.14978
839,272.57794
840,284.46017
841,149.83789
842,118.55605
843,134.54773
844,124.88539
845,113.42517
846,136.52768
847,146.90747
848,142.0035
849,114.92956
850,133.09747
851,124.0319
852,133.69925
853,122.29865
854,131.1024
855,137.00835
856,138.08568
857,152.55318
858,147.00238
859,167.3987
860,141.9345
861,137.9021
862,245.68515
863,339.8296
864,350.11542
865,379.5157
866,347.4472
867,282.3918
868,473.13928
869,134.93515
870,136.91391
871,161.24728
872,138.22511
873,162.33711
874,166.31514
875,169.67496
876,157.06863
877,107.13148
878,130.25316
879,137.83453
880,142.67761
881,134.46913
882,144.49081
883,160.48048
884,128.92505
885,155.62646
886,140.30327
887,152.35023
888,180.94919
889,160.5459
890,360.19495
891,407.8717
892,436.20502
893,388.07
894,464.1136
895,377.8921
896,943.7084
897,213.00061
898,207.95822
899,224.28683
900,272.06503
901,309.37622
902,295.46576
903,234.59074
904,273.42255
905,254.74171
906,245.58923
907,252.9371
908,334.54575
909,242.84193
910,273.04486
911,298.03357
912,296.74146
913,249.42783
914,299.11414
915,276.05048
916,285.14337
917,228.5533
918,694.48956
919,675.24994
920,656.40125
921,753.3794
922,665.2941
923,644.1671
924,1211.5178
925,759.3674
926,561.3349
927,626.0654
928,570.33105
929,682.3239
930,639.4922
931,667.4571
932,495.4967
933,506.3883
934,648.30194
935,723.7322
936,622.0426
937,634.5359
938,578.39026
939,331.95123
940,410.17053
941,562.45874
942,511.27808
943,543.05505
944,499.3645
945,400.73322
946,899.2194
947,1021.88544
948,1267.6389
949,1209.6521
950,1131.3545
951,1316.1796
952,462.70758
953,114.94184
954,116.394005
955,115.1975
956,146.91013
957,120.80337
958,146.82986
959,151.10126
960,126.14221
961,76.54755
