id,Demand
0,312.1245422363281
1,263.72515869140625
2,210.74359130859375
3,165.22584533691406
4,134.98806762695312
5,121.25778198242188
6,119.12054443359375
7,120.67422485351562
8,119.51348876953125
9,114.39518737792969
10,110.14041137695312
11,115.08625793457031
12,136.19540405273438
13,174.31396484375
14,222.21434020996094
15,266.7365417480469
16,294.1771240234375
17,296.26708984375
18,273.6756591796875
19,235.2867431640625
20,193.77120971679688
21,159.927978515625
22,138.74600219726562
23,128.9506072998047
24,125.69385528564453
25,124.35201263427734
26,123.08399963378906
27,122.92437744140625
28,508.21661376953125
29,399.86236572265625
30,348.0711669921875
31,347.2777099609375
32,372.0385437011719
33,395.2840881347656
34,401.9230041503906
35,391.48236083984375
36,372.6378173828125
37,357.4133605957031
38,360.1925354003906
39,399.5814208984375
40,496.4053039550781
41,663.4032592773438
42,890.236572265625
43,1134.6014404296875
44,1329.7822265625
45,1409.727783203125
46,1340.29345703125
47,1138.7979736328125
48,868.9627075195312
49,612.3952026367188
50,432.00079345703125
51,347.68780517578125
52,336.7669677734375
53,356.03741455078125
54,369.896240234375
55,367.0111083984375
56,273.6025695800781
57,233.59486389160156
58,212.18209838867188
59,207.50843811035156
60,211.28147888183594
61,214.94839477539062
62,213.66656494140625
63,206.66871643066406
64,196.02259826660156
65,186.67837524414062
66,188.36431884765625
67,216.53646850585938
68,288.5487365722656
69,414.1002197265625
70,584.17626953125
71,766.1090698242188
72,910.6842041015625
73,970.6075439453125
74,921.967041015625
75,776.9943237304688
76,580.2024536132812
77,389.09356689453125
78,249.4718780517578
79,178.44088745117188
80,163.2903289794922
81,174.9790496826172
82,186.8289794921875
83,187.26844787597656
84,456.6435852050781
85,473.8349304199219
86,484.15777587890625
87,487.05059814453125
88,482.16766357421875
89,471.37774658203125
90,460.080322265625
91,455.59454345703125
92,463.0570373535156
93,482.02166748046875
94,507.1469421386719
95,533.336181640625
96,561.6273193359375
97,600.468505859375
98,659.68896484375
99,740.0771484375
100,825.9395751953125
101,887.5571899414062
102,894.5274658203125
103,833.2593383789062
104,717.7676391601562
105,585.8456420898438
106,481.349365234375
107,432.30126953125
108,437.6588134765625
109,470.5858459472656
110,495.9313659667969
111,490.9243469238281
112,426.7496032714844
113,322.191162109375
114,269.8901062011719
115,265.6234130859375
116,287.35455322265625
117,310.69732666015625
118,320.4150390625
119,313.1466979980469
120,293.9131774902344
121,272.4314880371094
122,262.68206787109375
123,283.5750427246094
124,355.473388671875
125,489.9999084472656
126,677.2723388671875
127,879.8162231445312
128,1040.860595703125
129,1106.432861328125
130,1050.7989501953125
131,890.6859741210938
132,678.956787109375
133,480.3052673339844
134,342.3437805175781
135,278.0978088378906
136,268.4014892578125
137,280.261474609375
138,288.158935546875
139,285.22552490234375
140,560.2001953125
141,402.5474853515625
142,300.6159973144531
143,268.10791015625
144,281.5987854003906
145,303.64276123046875
146,309.7041015625
147,300.0281982421875
148,290.5731201171875
149,293.60772705078125
150,305.89910888671875
151,315.0628356933594
152,318.55743408203125
153,337.72564697265625
154,411.2994384765625
155,568.2074584960938
156,797.11767578125
157,1036.251953125
158,1195.725341796875
159,1202.8939208984375
160,1043.9742431640625
161,775.2320556640625
162,495.18505859375
163,293.88250732421875
164,209.70843505859375
165,218.72097778320312
166,260.15277099609375
167,278.91058349609375
168,357.6149597167969
169,290.80694580078125
170,234.3739013671875
171,203.97061157226562
172,199.3436279296875
173,207.9921417236328
174,215.07952880859375
175,212.60354614257812
176,202.3740234375
177,192.30503845214844
178,190.07456970214844
179,199.1507568359375
180,219.3009033203125
181,249.6068115234375
182,290.09881591796875
183,339.8150939941406
184,392.84490966796875
185,436.48968505859375
186,454.7320556640625
187,436.22564697265625
188,382.011474609375
189,307.3712158203125
190,235.5857391357422
191,186.737548828125
192,168.22601318359375
193,172.75701904296875
194,184.74331665039062
195,190.609619140625
196,424.1314392089844
197,315.7405700683594
198,255.3931427001953
199,243.94178771972656
200,260.0220947265625
201,277.5288391113281
202,281.61077880859375
203,273.52130126953125
204,263.758544921875
205,261.1883544921875
206,267.37109375
207,279.62298583984375
208,298.4178466796875
209,330.984130859375
210,386.3271179199219
211,464.6097106933594
212,549.5899047851562
213,611.798583984375
214,622.680419921875
215,571.4443359375
216,473.34033203125
217,363.0906677246094
218,276.9388732910156
219,234.44882202148438
220,231.23098754882812
221,246.256103515625
222,257.69207763671875
223,256.0970458984375
224,451.04315185546875
225,366.66912841796875
226,325.70404052734375
227,321.41839599609375
228,334.73876953125
229,348.13287353515625
230,353.2631530761719
231,349.83709716796875
232,340.53643798828125
233,328.95526123046875
234,322.87969970703125
235,338.3885498046875
236,397.478515625
237,516.2381591796875
238,689.1060791015625
239,880.5759887695312
240,1033.387939453125
241,1092.309326171875
242,1031.47705078125
243,869.153564453125
244,660.1890869140625
245,469.8031005859375
246,343.6739501953125
247,291.247802734375
248,290.2259521484375
249,306.734619140625
250,316.7576904296875
251,315.642578125
252,239.07711791992188
253,208.16885375976562
254,177.31907653808594
255,154.09100341796875
256,141.2860107421875
257,137.00784301757812
258,136.78001403808594
259,136.2538604736328
260,133.18678283691406
261,128.15670776367188
262,124.19406127929688
263,125.7251968383789
264,137.05764770507812
265,160.536376953125
266,194.767822265625
267,233.75048828125
268,267.8294982910156
269,286.73046875
270,283.7060852050781
271,258.83111572265625
272,219.5191650390625
273,177.6321563720703
274,144.4406280517578
275,126.02066802978516
276,121.4915771484375
277,124.86579132080078
278,129.18890380859375
279,130.4090576171875
280,357.86865234375
281,267.17474365234375
282,190.42581176757812
283,144.33602905273438
284,126.67203521728516
285,123.8201675415039
286,122.84375762939453
287,119.01854705810547
288,114.72625732421875
289,112.95343017578125
290,112.58761596679688
291,110.28506469726562
292,107.14812469482422
293,113.32118225097656
294,144.40548706054688
295,210.0509490966797
296,302.29168701171875
297,393.2284240722656
298,446.25634765625
299,435.57281494140625
300,361.97491455078125
301,254.21417236328125
302,154.06576538085938
303,93.95970153808594
304,81.01411437988281
305,97.08282470703125
306,113.81006622314453
307,111.97968292236328
308,201.4412078857422
309,168.44895935058594
310,142.52261352539062
311,128.71343994140625
312,125.85877990722656
313,128.60818481445312
314,131.00106811523438
315,129.44381713867188
316,123.81718444824219
317,116.85411834716797
318,112.79459381103516
319,116.17144775390625
320,130.825927734375
321,158.72991943359375
322,198.46820068359375
323,244.06031799316406
324,285.34381103515625
325,310.69610595703125
326,311.4753723144531
327,286.13958740234375
328,241.6494903564453
329,190.98211669921875
330,147.73223876953125
331,120.55287170410156
332,110.3389892578125
333,111.45796966552734
334,115.96925354003906
335,118.15111541748047
336,321.48883056640625
337,260.20794677734375
338,230.71807861328125
339,231.850830078125
340,250.43450927734375
341,269.91094970703125
342,278.52947998046875
343,273.5254821777344
344,260.74432373046875
345,251.3992919921875
346,257.93951416015625
347,290.0083312988281
348,350.71136474609375
349,433.7495422363281
350,522.9063110351562
351,595.4988403320312
352,629.81591796875
353,613.9529418945312
354,551.6547241210938
355,461.545654296875
356,369.47430419921875
357,297.6943359375
358,256.56890869140625
359,242.9951171875
360,245.5969696044922
361,252.7335205078125
362,258.1597900390625
363,261.44580078125
364,151.93357849121094
365,216.35086059570312
366,279.3974609375
367,311.6257019042969
368,296.2166748046875
369,239.1114501953125
370,165.05648803710938
371,102.45050048828125
372,67.5401611328125
373,58.6692008972168
374,63.769126892089844
375,74.55133056640625
376,95.976318359375
377,143.1566925048828
378,227.35775756835938
379,341.31231689453125
380,455.37249755859375
381,529.0014038085938
382,531.5042114257812
383,459.2306213378906
384,338.33160400390625
385,211.29840087890625
386,115.64904022216797
387,67.54603576660156
388,59.090850830078125
389,68.83882141113281
390,77.1104736328125
391,76.05995178222656
392,470.2772521972656
393,390.342041015625
394,346.69537353515625
395,336.660888671875
396,341.71282958984375
397,343.3643798828125
398,334.5296325683594
399,319.5743103027344
400,306.06884765625
401,297.559814453125
402,294.5745849609375
403,302.56781005859375
404,337.8940734863281
405,422.893798828125
406,569.5880126953125
407,762.073486328125
408,951.88134765625
409,1074.0152587890625
410,1077.6622314453125
411,954.2501220703125
412,745.0384521484375
413,522.1142578125
414,353.0826110839844
