id,Demand
0,800.10986
1,197.38655
2,158.58331
3,182.33363
4,161.04967
5,148.17361
6,156.45671
7,148.67485
8,121.06476
9,122.026024
10,113.63324
11,121.45644
12,120.02121
13,124.18399
14,122.60672
15,119.44511
16,105.59361
17,111.611046
18,119.04689
19,104.825356
20,105.48076
21,96.45979
22,851.83905
23,763.1505
24,626.1869
25,629.3766
26,623.8516
27,703.6959
28,1665.7518
29,416.8838
30,365.23364
31,385.62537
32,392.20013
33,414.56848
34,423.78314
35,356.27905
36,351.24564
37,322.1814
38,327.61102
39,326.9712
40,337.79303
41,330.53882
42,324.2257
43,352.72913
44,339.08563
45,395.883
46,388.32016
47,306.63684
48,286.0891
49,306.87915
50,1512.0885
51,1441.888
52,1550.057
53,1605.0704
54,1523.9576
55,1363.7118
56,870.7674
57,261.073
58,231.98505
59,221.49815
60,224.39844
61,218.18303
62,241.62894
63,198.56032
64,185.98264
65,146.756
66,153.5448
67,149.07455
68,169.64297
69,146.2537
70,164.6287
71,152.36377
72,149.21265
73,163.70445
74,163.10011
75,144.45256
76,159.05891
77,133.81635
78,918.935
79,995.0604
80,1018.8329
81,1004.0755
82,975.0343
83,991.229
84,1401.5854
85,328.08533
86,280.40204
87,285.8305
88,243.8622
89,294.4216
90,281.9292
91,235.57419
92,250.02357
93,191.02077
94,200.1288
95,201.68407
96,200.23521
97,192.1968
98,186.09091
99,210.69382
100,195.93977
101,211.68188
102,213.531
103,194.0423
104,191.71014
105,174.42409
106,1362.3993
107,1485.4265
108,1485.3627
109,1460.9036
110,1327.8186
111,1351.392
112,1744.1322
113,343.79657
114,328.86124
115,297.48413
116,339.29678
117,352.92038
118,345.71234
119,325.2785
120,313.81543
121,250.65964
122,243.64005
123,250.6277
124,244.90135
125,236.82878
126,250.82121
127,227.25992
128,250.519
129,236.24892
130,253.7518
131,229.97052
132,245.93474
133,221.06844
134,1381.9238
135,1519.6028
136,1471.3384
137,1452.4602
138,1389.3523
139,1419.5867
140,1395.4104
141,374.06714
142,332.4433
143,332.32117
144,301.5387
145,351.37628
146,347.38147
147,327.90674
148,303.5785
149,273.2054
150,272.599
151,283.13043
152,261.3658
153,251.2575
154,255.51254
155,261.96954
156,254.86134
157,259.1483
158,270.59607
159,214.47243
160,219.38498
161,189.86435
162,1232.0825
163,1506.8557
164,1312.7047
165,1382.2095
166,1289.5223
167,1321.1882
168,735.58185
169,237.3626
170,200.1597
171,230.35043
172,198.92473
173,210.48883
174,209.48796
175,156.044
176,160.68546
177,159.41728
178,168.3724
179,189.73169
180,185.74213
181,185.40686
182,198.2594
183,176.77914
184,180.32237
185,191.95787
186,213.18546
187,206.64006
188,169.19737
189,170.62582
190,596.0407
191,679.1625
192,775.9159
193,970.77704
194,690.27655
195,915.0199
196,1232.9807
197,304.3869
198,266.96536
199,271.8177
200,289.18488
201,325.45963
202,272.6553
203,272.43506
204,259.67108
205,248.62897
206,264.9559
207,256.3328
208,236.96022
209,230.08427
210,227.56491
211,235.6571
212,217.80658
213,220.25432
214,243.79156
215,205.81255
216,228.58029
217,181.53876
218,1416.1813
219,1474.4962
220,1245.9729
221,1385.0792
222,1105.135
223,1359.1277
224,1662.5618
225,364.6381
226,345.11456
227,332.20508
228,373.63162
229,395.35764
230,404.88614
231,290.26617
232,280.04367
233,272.01828
234,300.16983
235,304.55914
236,309.73407
237,316.11523
238,325.75272
239,302.93036
240,284.53223
241,355.3061
242,343.08026
243,283.59692
244,297.7331
245,272.4067
246,1181.1691
247,1501.1758
248,1578.4535
249,1437.8192
250,1456.2493
251,1400.8892
252,481.4757
253,178.48784
254,154.98715
255,147.85112
256,168.4744
257,150.95386
258,180.06152
259,162.72467
260,157.22684
261,122.194626
262,119.23927
263,129.34485
264,137.9334
265,116.61973
266,142.15228
267,110.05723
268,103.01401
269,111.80288
270,121.37884
271,119.69118
272,110.1448
273,104.88866
274,422.86957
275,507.8252
276,543.3437
277,526.8658
278,464.90894
279,461.128
280,835.6765
281,172.90097
282,113.35724
283,124.194115
284,116.610504
285,123.966736
286,126.145515
287,116.27486
288,89.015495
289,101.569244
290,97.29027
291,98.015785
292,83.52256
293,85.83702
294,90.09615
295,95.08819
296,81.40537
297,79.7637
298,90.84343
299,80.95728
300,89.13509
301,72.67934
302,646.5111
303,760.492
304,867.3188
305,789.93304
306,747.42194
307,869.205
308,422.46136
309,165.90886
310,168.11728
311,151.31235
312,142.94754
313,164.31093
314,140.73447
315,127.38513
316,142.96603
317,103.27121
318,108.149
319,113.88553
320,129.451
321,110.66611
322,114.20612
323,115.42323
324,125.22199
325,126.11653
326,127.67337
327,121.7913
328,116.341606
329,119.100914
330,336.7069
331,457.08533
332,474.82007
333,472.32538
334,442.0915
335,435.07254
336,1437.5127
337,342.26697
338,299.95782
339,305.0745
340,306.7274
341,289.08606
342,294.7832
343,255.8801
344,252.49513
345,220.65195
346,219.31602
347,244.95941
348,237.76546
349,248.14896
350,253.01457
351,239.26352
352,233.94458
353,278.92645
354,244.2424
355,220.65675
356,230.50069
357,220.60234
358,1049.1611
359,1187.4353
360,1397.4385
361,1119.054
362,1136.564
363,1012.29895
364,452.94
365,74.21974
366,50.456116
367,67.68775
368,63.087234
369,45.830185
370,57.611435
371,38.399963
372,46.596466
373,52.29944
374,47.401184
375,54.64714
376,41.64241
377,37.826202
378,62.91597
379,48.386307
380,41.37259
381,44.99652
382,45.785126
383,35.10695
384,38.061188
385,33.300995
386,264.49023
387,314.59137
388,353.05573
389,287.30905
390,321.03546
391,323.50366
392,1534.6539
393,322.60834
394,309.16455
395,310.7938
396,312.9084
397,306.95612
398,349.86115
399,305.80353
400,293.1176
401,251.87811
402,248.58308
403,262.6692
404,255.79286
405,256.73795
406,257.88873
407,270.53214
408,284.5893
409,264.84827
410,286.85968
411,239.3202
412,250.58449
413,229.84311
414,1085.5001
415,1363.625
416,1399.7522
417,1461.8939
418,1314.4734
419,1400.6691
420,1546.6534
421,396.5049
422,325.42926
423,365.13992
424,357.76416
425,333.09656
426,385.49133
427,331.00226
428,294.0493
429,239.41716
430,273.92996
431,311.4055
432,291.23767
433,307.71603
434,306.52148
435,333.68637
436,306.79938
437,338.71085
438,339.97708
439,297.63373
440,370.9958
441,338.1485
442,1335.107
443,1382.1055
444,1209.6833
445,1258.9309
446,1305.8717
447,1401.4209
448,594.96387
449,162.18576
450,154.33054
451,180.05144
452,156.77206
453,161.40033
454,158.161
455,145.93155
456,132.57852
457,126.059746
458,120.20645
459,155.00346
460,134.36661
461,125.69488
462,132.91855
463,117.30184
464,135.69443
465,159.47527
466,156.49539
467,143.88239
468,155.84564
469,143.86444
470,481.65582
471,510.52325
472,619.6737
473,530.4311
474,594.78516
475,681.3213
476,390.8599
477,107.63625
478,113.529945
479,118.99417
480,121.06419
481,127.13783
482,120.44225
483,106.61769
484,106.66244
485,100.32258
486,92.198524
487,101.16999
488,101.43317
489,86.06708
490,117.00718
491,93.762474
492,95.82934
493,93.99241
494,97.638756
495,88.48519
496,92.34711
497,82.98275
498,341.65366
499,365.16278
500,442.57898
501,406.8579
502,444.06107
503,362.76813
504,756.0364
505,252.12332
506,200.46446
507,196.09145
508,206.4574
509,209.63686
510,191.76141
511,169.89027
512,167.1956
513,150.90283
514,163.53766
515,158.52023
516,173.71321
517,151.33792
518,162.67938
519,159.2544
520,155.95815
521,155.54529
522,154.68463
523,132.86578
524,149.20418
525,123.74245
526,1147.5369
527,1567.1111
528,1446.2631
529,999.8929
530,772.5661
531,1043.4388
532,1108.2723
533,203.68475
534,165.02797
535,187.25475
536,176.40097
537,150.90405
538,174.8799
539,175.46896
540,164.02286
541,138.58359
542,144.96155
543,157.86124
544,156.98155
545,147.77965
546,157.56126
547,145.35637
548,144.18248
549,152.62851
550,148.58983
551,127.79576
552,137.71965
553,125.307556
554,986.8563
555,1131.2644
556,1178.9817
557,1007.0811
558,1094.9147
559,1204.5769
560,382.79633
561,102.04578
562,75.93426
563,106.26764
564,87.37001
565,85.36783
566,93.86074
567,79.49538
568,81.351906
569,83.67059
570,84.621895
571,84.87419
572,87.99453
573,69.54536
574,82.94089
575,73.30218
576,71.75738
577,76.62746
578,76.85304
579,67.46064
580,66.98575
581,58.5923
582,351.26715
583,396.48907
584,485.971
585,520.70807
586,504.7406
587,461.4535
588,215.812
589,120.36132
590,81.33389
591,102.94264
592,95.74104
593,98.75213
594,91.47658
595,94.147484
596,77.93595
597,95.37776
598,90.774445
599,85.22343
600,88.55419
601,83.81712
602,82.17418
603,85.86179
604,78.192894
605,85.23346
606,79.96147
607,69.65819
608,73.54316
609,68.446014
610,157.14441
611,146.55983
612,144.92224
613,203.81653
614,161.65305
615,195.99425
616,650.5414
617,206.44704
618,158.46242
619,177.523
620,183.21806
621,164.71667
622,193.80923
623,166.9627
624,147.32487
625,141.84575
626,136.17566
627,132.33183
628,158.87497
629,127.83771
630,135.6178
631,122.33889
632,115.63837
633,133.43048
634,135.88399
635,120.99201
636,125.427605
637,104.252846
638,604.2302
639,812.3777
640,693.2877
641,781.0981
642,666.4111
643,691.78094
644,1788.7008
645,439.76007
646,390.20667
647,366.22885
648,497.08075
649,421.2024
650,400.8845
651,338.13745
652,349.01315
653,287.039
654,311.5583
655,333.68604
656,301.0968
657,314.32336
658,356.70056
659,344.77258
660,340.10052
661,396.71286
662,393.8606
663,339.9274
664,366.20862
665,314.54868
666,1368.6506
667,1475.4341
668,1578.0408
669,1537.6074
670,1467.1503
671,1478.7725
672,667.5816
673,136.63031
674,125.03453
675,133.46368
676,131.69052
677,127.8484
678,132.48322
679,126.15983
680,111.98274
681,103.38292
682,110.86181
683,134.49684
684,97.47301
685,92.35552
686,109.68122
